customer_id,tenure_months,monthly_spend,usage_hours,inactive_days,support_tickets,payment_failures,plan_changes,feedback_score,usage_trend,spend_trend,churned,avg_interaction_score,total_interactions,favorite_category
705,57,38.65,246.7,19,2,3,5,3.2,1.2,-0.93,0,1.8571428571428572,7,Voice Plan
706,17,20.0,12.4,43,4,1,1,4.59,1.16,-1.97,1,2.8,10,OTT Bundle
707,44,69.75,105.2,50,1,1,4,4.52,-0.08,-0.38,1,2.5714285714285716,7,Data Pack
708,25,89.54,43.6,18,3,0,5,1.6,-0.11,-1.43,0,2.5,8,Roaming
709,17,80.33,203.3,67,0,1,4,1.33,-1.23,0.71,1,2.25,4,OTT Bundle
710,13,72.27,108.2,65,2,3,3,2.18,1.75,-1.15,1,2.823529411764706,17,Insurance
711,25,52.55,112.3,12,4,0,2,4.95,-0.49,1.49,0,2.3333333333333335,12,Data Pack
712,68,74.51,139.9,61,2,1,2,1.09,0.34,-0.01,1,2.875,8,Insurance
713,10,82.03,119.8,60,2,2,0,3.69,0.25,0.06,1,2.4285714285714284,7,Data Pack
714,67,62.46,93.3,29,0,0,2,3.43,-1.34,-1.98,1,3.5454545454545454,11,Data Pack
715,18,38.68,63.5,29,2,1,2,3.59,-1.74,0.14,1,3.142857142857143,7,Voice Plan
716,34,51.01,127.6,50,0,0,1,1.87,0.01,-0.08,1,3.2,15,Roaming
717,8,90.65,137.0,47,2,2,0,1.91,-0.45,-1.3,1,3.090909090909091,11,Voice Plan
718,40,58.65,151.3,32,3,1,0,2.72,-0.09,0.09,0,2.6666666666666665,9,Data Pack
719,42,20.0,206.1,18,1,0,1,1.38,1.07,-0.4,0,2.3333333333333335,9,OTT Bundle
720,41,33.56,22.2,56,1,1,2,1.3,0.22,-0.22,1,2.8333333333333335,6,Data Pack
721,6,52.36,117.0,18,2,2,2,1.35,0.76,0.03,0,3.1666666666666665,12,Data Pack
722,52,78.64,173.6,40,2,4,0,3.29,0.45,-0.47,1,4.0,2,Data Pack
723,26,55.08,114.4,41,5,1,2,2.59,-0.32,0.25,1,2.4,10,Data Pack
724,64,78.98,14.8,51,3,0,0,2.17,-1.0,-0.09,1,3.5714285714285716,7,OTT Bundle
725,59,50.53,61.9,3,2,2,2,2.26,0.26,0.47,0,3.3846153846153846,13,Roaming
726,56,24.64,134.8,3,0,1,3,1.83,0.08,-0.53,0,3.5833333333333335,12,Roaming
727,59,51.15,133.1,4,1,0,1,2.65,0.92,-1.06,0,3.3333333333333335,12,Data Pack
728,70,66.21,150.3,40,2,2,5,1.81,-0.15,-0.71,1,2.888888888888889,9,Data Pack
729,33,64.72,84.9,60,0,0,4,3.79,-0.3,1.44,1,3.1666666666666665,6,Data Pack
730,53,37.41,131.7,54,1,1,3,1.5,-0.23,0.96,1,3.0,9,OTT Bundle
731,22,53.68,77.4,12,3,3,2,4.79,-0.92,1.21,0,4.0,5,Voice Plan
732,21,108.32,131.7,13,2,2,4,1.36,1.45,1.28,0,3.6666666666666665,6,Data Pack
733,70,37.8,122.4,59,3,0,5,4.77,1.14,-0.47,1,3.3333333333333335,9,Data Pack
734,70,71.89,83.1,24,2,2,3,4.33,-1.21,0.3,0,3.4285714285714284,7,Insurance
735,4,22.26,190.1,43,2,0,5,3.72,0.8,0.08,1,3.2,10,Data Pack
736,62,75.55,43.2,9,2,1,1,4.65,-1.85,0.66,0,3.3333333333333335,9,Data Pack
737,62,43.94,113.6,49,5,1,4,1.56,0.99,-0.29,1,2.5,12,Voice Plan
738,24,67.24,82.1,43,2,2,5,1.71,-0.7,0.09,1,3.4166666666666665,12,OTT Bundle
739,55,36.75,202.5,13,1,1,4,2.01,0.36,0.07,0,2.888888888888889,9,OTT Bundle
740,9,65.24,146.9,14,2,1,1,1.98,-1.93,0.53,0,3.8333333333333335,12,Data Pack
741,3,43.64,90.8,15,1,2,5,2.24,-1.2,0.66,0,2.5,8,Insurance
742,31,47.13,107.4,1,1,0,3,3.3,0.47,0.09,0,3.0,8,OTT Bundle
743,40,67.96,203.8,29,1,0,4,1.11,-0.7,0.12,0,3.125,8,Insurance
744,36,52.25,77.4,29,1,0,5,2.53,-0.84,0.23,0,2.4375,16,Roaming
745,24,66.85,40.6,30,4,0,1,1.99,1.4,1.65,0,3.888888888888889,9,Data Pack
746,6,56.56,133.1,19,2,1,5,3.43,2.21,-1.73,0,3.1666666666666665,6,Data Pack
747,66,61.21,134.1,48,0,0,5,4.94,0.94,-0.97,1,2.2857142857142856,7,Data Pack
748,4,68.01,150.0,34,0,0,3,3.07,-1.09,0.67,0,3.0,6,OTT Bundle
749,6,53.7,150.3,22,1,1,2,2.7,1.76,0.27,0,2.4,5,Insurance
750,51,42.07,199.7,60,1,1,0,2.47,-1.56,0.26,1,3.4,15,Data Pack
751,62,50.42,42.7,54,2,2,2,4.14,-0.3,0.67,1,3.625,8,Insurance
752,57,81.51,65.9,66,0,0,2,1.29,0.05,0.21,1,2.625,8,Insurance
753,66,62.09,149.8,7,3,1,0,4.84,1.92,-0.56,0,2.5,4,OTT Bundle
754,8,44.79,70.2,39,2,0,5,2.67,0.91,0.63,0,3.75,8,Data Pack
755,26,67.23,54.5,58,1,1,2,2.25,-0.46,0.02,1,3.1,10,OTT Bundle
756,51,68.43,204.0,31,4,1,2,4.9,-0.94,-0.45,1,3.625,8,Data Pack
757,45,69.36,47.1,6,3,3,1,4.74,1.0,0.69,0,3.0,10,Voice Plan
758,44,42.4,104.2,1,2,1,1,3.57,-0.53,0.65,0,3.1818181818181817,11,Data Pack
759,5,47.72,117.3,5,9,0,3,1.07,0.22,0.21,0,2.8,5,Data Pack
760,70,47.82,178.9,35,4,3,4,3.99,-1.37,1.72,1,2.3636363636363638,11,Insurance
761,26,53.51,35.9,31,3,3,5,2.34,0.57,1.33,0,2.3333333333333335,6,Data Pack
762,68,69.7,138.7,44,2,3,3,2.55,0.49,1.0,1,2.9375,16,Data Pack
763,19,65.33,79.9,41,4,2,1,1.63,-1.24,2.57,1,3.5833333333333335,12,Insurance
764,20,66.75,148.2,52,1,2,1,3.09,1.03,-0.15,1,3.125,8,OTT Bundle
765,12,84.37,79.2,8,4,1,0,3.98,0.55,-0.46,0,3.2666666666666666,15,Insurance
766,47,72.4,190.8,48,1,1,0,2.09,0.74,0.86,1,2.6666666666666665,12,Roaming
767,1,57.45,79.5,1,3,1,1,4.75,-0.38,-0.25,0,2.923076923076923,13,Voice Plan
768,14,38.69,10.0,66,4,3,2,1.78,0.18,0.01,1,2.6666666666666665,3,Data Pack
769,64,47.14,84.5,10,1,3,3,1.27,0.06,-0.99,0,2.5,4,OTT Bundle
770,38,55.29,108.2,49,1,0,1,3.58,-0.15,0.61,1,3.1666666666666665,12,OTT Bundle
771,37,74.92,168.7,34,2,1,5,4.4,0.17,-1.47,1,2.4545454545454546,11,Roaming
772,11,59.51,63.4,14,1,3,1,4.81,1.26,-0.1,0,3.3636363636363638,11,Data Pack
773,3,48.19,64.3,30,4,1,0,4.07,1.07,-0.02,0,3.0,11,Data Pack
774,33,46.81,163.2,61,4,1,3,1.8,-1.18,-0.44,1,3.0,6,Insurance
775,6,58.75,58.1,27,1,2,3,4.91,0.99,-1.76,0,2.9,10,Data Pack
776,50,76.02,111.9,24,3,0,4,4.68,1.19,-1.76,0,3.0,12,Roaming
777,10,88.64,112.9,24,3,2,1,1.65,-0.15,-0.75,0,3.3333333333333335,12,Voice Plan
778,5,56.3,129.8,0,2,2,4,3.24,0.51,0.54,0,3.5,6,OTT Bundle
779,23,59.19,86.3,58,1,0,0,3.22,0.49,0.29,1,3.111111111111111,9,Insurance
780,10,38.15,78.3,68,1,2,4,2.77,-0.85,-0.02,1,4.0,7,Voice Plan
781,44,94.91,135.1,41,2,1,2,4.94,-0.38,-0.88,1,2.5714285714285716,7,OTT Bundle
782,2,34.78,79.7,33,1,2,1,1.24,0.75,0.34,0,3.6666666666666665,12,Voice Plan
783,13,81.09,58.8,65,2,1,1,3.51,-0.5,-1.8,1,2.7142857142857144,7,OTT Bundle
784,40,53.42,175.3,17,2,3,3,1.82,0.98,-2.4,0,3.0,12,OTT Bundle
785,2,49.21,142.0,4,2,0,4,3.11,1.3,-0.24,0,3.111111111111111,9,Insurance
786,65,40.02,199.5,19,2,1,3,4.12,1.14,-0.55,0,2.7142857142857144,7,OTT Bundle
787,63,103.38,155.3,65,2,1,5,1.99,1.98,1.01,1,3.4166666666666665,12,OTT Bundle
788,17,63.99,62.9,61,3,0,4,2.57,-0.09,0.16,1,2.3333333333333335,6,Data Pack
789,9,60.38,124.3,31,0,2,4,4.8,0.18,1.65,0,3.5,10,Voice Plan
790,15,75.96,74.3,57,2,1,0,4.05,0.32,-0.55,1,3.5,12,Data Pack
791,24,48.29,45.7,49,1,2,4,3.29,-0.06,0.49,1,4.0,6,Roaming
792,38,60.03,99.9,37,1,0,3,1.89,0.54,-0.25,0,3.5714285714285716,7,Roaming
793,35,61.01,164.2,54,1,0,5,2.7,-1.71,1.38,1,3.25,4,Roaming
794,49,50.78,132.4,27,2,1,4,4.1,0.2,-0.2,0,2.9,10,Voice Plan
795,69,81.59,57.4,21,1,0,4,4.28,-1.38,0.85,0,2.1333333333333333,15,OTT Bundle
796,62,56.06,98.3,42,1,0,1,1.98,-0.96,-1.08,1,3.5,6,Insurance
797,60,32.04,113.6,35,3,2,1,3.65,0.73,-0.42,1,3.4285714285714284,7,Roaming
798,50,54.57,44.0,51,3,1,5,1.38,-0.2,-0.08,1,3.3333333333333335,9,Data Pack
799,9,64.49,152.1,35,4,2,1,1.09,0.7,1.26,0,3.6,5,Insurance
800,34,43.92,109.7,27,2,1,2,3.19,-0.22,-2.2,1,3.2222222222222223,9,OTT Bundle
801,35,45.34,57.4,57,1,1,1,1.9,1.11,-0.33,1,2.8,10,OTT Bundle
802,1,50.17,54.9,35,3,6,2,1.32,-0.24,-0.37,1,3.4,5,Roaming
803,40,81.98,169.5,69,3,2,5,3.92,-1.95,-2.08,1,3.6,10,Insurance
804,64,51.23,102.9,8,7,0,2,2.99,0.23,-0.46,0,2.909090909090909,11,Data Pack
805,22,85.72,173.6,20,0,1,5,4.19,-2.17,-1.54,1,3.0,7,OTT Bundle
806,60,48.93,190.7,63,2,1,3,3.66,-1.45,-2.33,1,2.8333333333333335,6,Roaming
807,64,65.85,166.0,60,1,1,1,3.92,-0.88,-0.26,1,2.2857142857142856,7,Roaming
808,11,51.97,96.0,39,2,1,4,2.23,-1.01,-0.3,1,2.2,5,Data Pack
809,14,73.57,10.0,55,3,1,0,2.05,-0.55,-0.24,1,4.0,8,Voice Plan
810,60,39.87,134.1,3,0,3,4,3.4,-1.04,0.25,0,3.4,5,Data Pack
811,30,73.37,214.1,30,3,1,1,1.8,-1.41,-0.88,1,2.111111111111111,9,Insurance
812,35,62.05,118.4,26,2,1,4,4.26,1.54,1.79,0,2.6666666666666665,6,OTT Bundle
813,37,48.48,30.5,57,2,2,1,3.09,-0.68,-0.03,1,3.0,11,Roaming
814,5,57.01,89.6,24,0,2,1,1.91,-2.23,1.29,0,4.0,7,Data Pack
815,26,87.61,111.7,68,1,0,4,3.5,-0.36,-1.68,1,3.2857142857142856,7,Insurance
816,62,62.48,70.6,69,0,2,2,4.78,-1.12,-0.83,1,4.0,10,Data Pack
817,4,47.35,10.0,4,1,1,3,1.33,-0.88,0.69,0,2.75,4,OTT Bundle
818,42,38.32,115.6,7,1,1,3,1.44,0.71,-0.23,0,2.6666666666666665,6,Data Pack
819,18,69.1,84.7,8,3,1,3,4.38,-0.45,-1.07,0,2.2,10,OTT Bundle
820,40,63.53,199.8,14,0,5,3,1.44,-1.15,-1.84,0,2.3333333333333335,9,Data Pack
821,39,72.51,124.5,6,1,1,0,1.16,0.45,0.73,0,2.75,4,Insurance
822,14,33.68,141.1,14,0,0,5,2.39,1.15,0.65,0,2.4444444444444446,9,OTT Bundle
823,32,38.9,114.6,36,3,1,1,2.87,0.54,0.24,0,2.3333333333333335,9,OTT Bundle
824,51,80.64,124.2,38,1,2,0,3.28,-2.45,-0.5,1,2.0,5,OTT Bundle
825,38,65.96,45.6,5,2,3,3,3.03,-1.11,-1.11,0,3.0,13,OTT Bundle
826,23,69.6,73.2,56,5,1,3,4.65,0.05,-0.05,1,3.6666666666666665,9,Insurance
827,63,42.67,169.0,18,2,1,4,4.07,-0.24,-1.32,0,3.6,5,Roaming
828,15,42.34,129.4,62,3,1,3,4.94,-0.33,-0.75,1,3.3636363636363638,11,Data Pack
829,25,77.84,102.1,30,2,2,1,2.91,-0.98,1.26,0,3.3333333333333335,12,Data Pack
830,17,78.69,141.9,9,1,2,3,1.34,-1.41,-1.85,0,3.2,10,Insurance
831,66,40.41,142.8,66,2,0,3,4.82,2.01,0.68,1,2.3333333333333335,6,OTT Bundle
832,53,36.97,209.6,61,3,0,0,1.02,0.03,1.49,1,2.6666666666666665,3,OTT Bundle
833,51,58.05,127.3,2,5,0,1,4.1,0.64,0.82,0,2.5714285714285716,7,Data Pack
834,39,45.61,72.2,17,4,0,2,1.13,0.01,0.4,0,2.0,2,Voice Plan
835,51,45.24,114.8,24,2,1,4,4.04,0.05,-0.46,0,2.8,5,Roaming
836,70,37.48,147.3,19,2,3,2,4.75,-0.06,-0.65,0,2.375,8,Roaming
837,6,51.57,164.8,57,2,0,5,2.56,-1.12,-2.25,1,3.75,8,Voice Plan
838,67,39.22,47.3,49,1,1,0,1.96,-1.51,0.04,1,3.0,6,OTT Bundle
839,7,40.28,131.4,9,1,2,3,1.91,0.39,-0.4,0,3.375,8,Data Pack
840,51,65.37,79.6,20,1,1,4,2.97,0.19,-0.7,0,3.375,8,Insurance
841,42,59.01,94.5,28,4,1,5,1.68,0.94,-0.02,0,2.3333333333333335,6,Insurance
842,64,68.73,158.1,9,3,0,5,3.69,0.74,0.06,0,2.4,10,OTT Bundle
843,15,30.32,153.6,12,2,1,1,2.47,-0.81,-0.64,0,2.4,5,Roaming
844,29,60.18,89.5,46,2,3,4,2.29,1.13,1.61,1,3.5714285714285716,7,Voice Plan
845,33,97.36,112.9,22,3,1,5,2.85,0.77,0.73,0,3.0,3,Insurance
846,27,53.3,95.9,49,1,1,0,3.17,0.69,0.9,1,3.2,5,Roaming
847,36,74.85,250.1,3,2,2,3,1.57,2.25,-0.1,0,3.4545454545454546,11,Data Pack
848,29,74.69,132.5,66,2,1,0,3.83,2.04,0.51,1,2.8666666666666667,15,Insurance
849,38,75.57,82.2,52,2,0,5,4.53,0.69,-0.9,1,2.9444444444444446,18,Data Pack
850,57,63.0,179.5,1,5,0,1,2.11,0.57,0.67,0,4.0,5,Data Pack
851,27,70.19,181.1,67,3,2,2,1.72,1.08,-0.2,1,3.0,8,Data Pack
852,55,72.58,200.6,64,5,1,3,4.04,-0.58,-1.02,1,2.6363636363636362,11,Roaming
853,33,71.44,214.0,56,1,0,3,1.73,-0.57,-0.02,1,3.0,6,OTT Bundle
854,68,39.89,151.8,69,1,2,0,1.17,0.67,-0.29,1,3.142857142857143,7,Voice Plan
855,66,29.27,104.3,6,4,1,0,3.48,-0.86,2.32,0,2.3333333333333335,6,Insurance
856,10,32.04,110.9,18,2,1,0,1.96,0.59,0.44,0,3.75,4,Voice Plan
857,5,55.14,106.9,43,3,0,5,1.69,0.16,1.58,1,2.6666666666666665,6,Data Pack
858,38,70.69,101.8,62,1,0,3,4.93,-0.86,1.13,1,3.7777777777777777,9,Roaming
859,13,40.12,175.8,64,4,0,0,2.17,0.03,0.04,1,4.0,6,Roaming
860,31,76.63,120.0,38,3,0,4,4.61,1.31,-0.44,0,3.0,6,OTT Bundle
861,47,50.96,163.7,25,2,0,5,1.71,0.08,-1.74,0,2.6666666666666665,6,Insurance
862,52,51.13,150.4,43,2,0,5,4.28,0.09,-0.87,1,3.6,5,Data Pack
863,56,44.95,70.6,11,2,1,4,3.01,0.33,0.66,0,3.5714285714285716,7,OTT Bundle
864,15,26.07,42.7,21,1,0,4,1.31,0.46,-0.3,0,3.75,12,Voice Plan
865,29,64.13,64.4,13,4,0,5,3.93,-0.33,0.38,0,2.0,7,Roaming
866,8,90.83,100.8,29,1,0,3,4.57,0.35,-2.03,0,2.5,4,Roaming
867,5,58.87,126.0,43,1,1,0,1.65,-1.05,0.45,1,3.0,7,Voice Plan
868,29,26.69,90.8,37,5,2,1,3.9,-0.8,1.1,1,2.8333333333333335,12,Voice Plan
869,47,74.05,151.6,58,1,1,0,2.78,-0.67,-1.78,1,2.8,5,Insurance
870,68,30.75,96.3,41,0,1,3,4.02,0.47,0.37,1,3.1818181818181817,11,Voice Plan
871,45,38.24,131.6,51,1,1,4,3.86,0.16,1.34,1,3.9,10,Roaming
872,2,55.71,125.3,62,1,0,3,1.11,-0.13,1.68,1,2.0,11,OTT Bundle
873,27,62.21,198.0,60,2,3,0,1.71,0.69,-0.5,1,2.3333333333333335,9,Insurance
874,36,41.84,76.1,33,2,0,3,2.88,0.38,0.78,0,3.0,8,Insurance
875,36,55.01,219.4,38,2,0,1,4.73,-0.29,1.43,0,2.727272727272727,11,Insurance
876,26,72.87,93.3,40,0,4,3,2.37,-1.04,0.4,1,3.4,5,Data Pack
877,43,75.34,59.7,36,0,3,2,3.52,-0.82,1.29,1,3.3333333333333335,9,Roaming
878,27,82.53,110.2,64,2,2,3,1.05,-1.47,-0.04,1,2.3,10,Insurance
879,69,94.37,265.8,31,5,1,0,3.84,0.14,0.39,0,2.4,10,Insurance
880,20,74.58,160.3,7,4,4,2,3.41,-0.86,-0.62,0,5.0,2,Data Pack
881,11,56.1,147.1,17,2,0,4,3.86,-0.5,-0.16,0,2.6666666666666665,12,Data Pack
882,38,75.47,155.8,44,4,1,0,4.62,-0.13,0.43,1,3.3333333333333335,6,Insurance
883,6,68.4,85.4,32,2,1,5,1.59,1.04,-0.7,0,3.6,5,OTT Bundle
884,23,69.11,134.7,4,2,2,1,2.05,0.93,-0.22,0,2.5,4,Data Pack
885,47,63.19,120.1,35,1,1,3,4.98,-0.05,0.76,0,2.3333333333333335,6,Data Pack
886,46,43.58,201.4,22,3,3,3,1.63,1.27,2.05,0,3.111111111111111,9,Data Pack
887,12,41.49,115.1,39,2,1,0,3.88,-2.01,-2.05,1,3.0,8,Voice Plan
888,13,58.25,103.0,4,2,1,3,3.9,1.88,1.98,0,2.5,8,Data Pack
889,62,62.68,67.6,33,3,0,3,3.73,0.69,-0.26,0,2.5,6,Roaming
890,60,47.77,126.3,23,1,2,4,1.91,0.1,0.96,0,3.25,8,Insurance
891,43,67.62,133.2,16,0,0,3,1.86,-0.89,1.16,0,3.0,8,Data Pack
892,68,97.45,65.9,21,2,1,3,3.67,-0.44,1.56,0,3.3333333333333335,9,Insurance
893,5,28.6,140.4,14,1,2,4,1.75,0.61,-0.73,0,2.888888888888889,9,Insurance
894,37,70.48,130.5,14,4,3,5,3.65,0.63,-0.23,0,3.2857142857142856,7,OTT Bundle
895,31,58.81,165.6,24,4,1,3,2.97,0.67,-0.05,0,3.1666666666666665,6,Data Pack
896,9,68.11,174.6,52,1,1,5,2.55,-0.73,-0.36,1,3.5,6,Data Pack
897,51,52.25,124.2,20,3,0,4,2.2,-0.93,1.32,0,2.5,8,Insurance
898,29,57.37,73.4,65,2,2,1,4.79,0.2,-0.08,1,3.5555555555555554,9,Data Pack
899,40,62.33,82.6,31,2,1,3,3.03,0.77,-1.62,0,3.1538461538461537,13,Roaming
900,41,54.57,199.3,20,1,1,0,3.25,0.0,-0.63,0,2.4285714285714284,7,Insurance
901,11,32.63,127.4,67,1,0,2,4.8,1.48,-1.58,1,3.7142857142857144,7,Roaming
902,23,55.79,198.6,43,2,2,1,3.62,0.03,-0.23,1,3.0,7,Roaming
903,1,34.5,142.4,65,1,3,3,4.83,-0.0,0.67,1,3.0,7,Roaming
904,46,71.76,153.9,13,2,0,0,1.43,0.67,-0.65,0,3.7142857142857144,7,Insurance
905,21,26.42,162.2,14,3,0,2,4.39,1.22,-0.4,0,3.3333333333333335,12,Voice Plan
906,36,78.52,65.0,19,2,3,4,2.34,-1.35,-0.27,0,2.6666666666666665,6,Data Pack
907,54,67.73,133.8,33,1,3,3,4.24,-1.12,0.14,1,2.875,8,Data Pack
908,57,67.8,64.3,35,2,0,5,4.42,-0.31,0.52,0,2.923076923076923,13,Data Pack
909,1,21.04,107.2,8,3,0,5,2.09,3.16,0.81,0,3.0,10,Insurance
910,63,54.09,148.8,29,1,1,4,2.64,-0.26,2.26,0,2.6666666666666665,6,Roaming
911,54,80.76,73.9,62,2,0,1,3.9,-0.12,0.12,1,2.7777777777777777,9,OTT Bundle
912,55,50.67,145.2,34,0,0,5,1.4,0.62,0.74,0,3.1,10,OTT Bundle
913,40,40.59,52.6,12,3,0,2,4.02,0.98,-1.59,0,3.0,6,Insurance
914,15,48.54,171.4,45,1,0,5,1.44,0.17,-0.38,1,4.0,5,Insurance
915,21,58.77,90.1,55,3,0,2,4.66,1.16,-0.27,1,2.1666666666666665,12,Insurance
916,47,44.68,73.8,8,3,1,5,2.11,-1.19,-1.02,0,3.2222222222222223,9,Voice Plan
917,53,82.21,55.4,35,2,1,4,3.3,-0.77,-0.54,1,2.6666666666666665,9,Insurance
918,9,58.84,93.9,2,1,2,4,1.47,1.16,-0.11,0,2.6,5,Insurance
919,52,50.0,34.2,18,2,1,5,2.08,0.01,-0.5,0,3.0,11,OTT Bundle
920,57,36.58,95.3,27,2,0,1,2.62,-1.26,2.6,0,3.0,9,OTT Bundle
921,26,68.72,169.5,22,3,4,0,2.95,-1.32,0.51,0,3.6666666666666665,3,Voice Plan
922,41,68.31,111.5,6,4,1,5,1.0,-0.81,2.0,0,4.1,10,Roaming
923,35,45.74,67.0,13,2,1,3,4.55,0.0,1.49,0,3.4285714285714284,14,Insurance
924,63,20.0,130.2,45,0,1,0,1.03,0.47,-0.64,1,3.0,9,OTT Bundle
925,25,67.39,126.2,14,4,3,5,4.09,-0.33,0.04,0,4.166666666666667,6,Insurance
926,38,56.64,208.0,66,5,0,2,2.88,0.38,-0.43,1,1.6666666666666667,3,Insurance
927,2,66.05,155.6,14,5,0,3,3.1,-0.44,-0.16,0,3.0,10,Roaming
928,7,95.23,133.8,50,2,0,1,1.83,1.22,-0.98,1,3.1,10,OTT Bundle
929,34,59.52,160.7,7,1,1,0,3.43,2.55,-0.44,0,3.4,5,Data Pack
930,17,50.75,114.0,68,3,1,0,3.15,-0.39,0.36,1,3.3,10,OTT Bundle
931,43,39.35,116.6,61,1,1,3,1.66,0.48,0.33,1,3.4545454545454546,11,Data Pack
932,59,54.38,194.7,50,2,1,1,1.95,0.4,0.25,1,2.769230769230769,13,Insurance
933,51,62.89,46.4,62,3,1,5,1.27,0.14,-0.06,1,2.75,4,Roaming
934,54,60.96,163.6,67,2,2,1,1.27,0.65,0.86,1,2.0833333333333335,12,Data Pack
935,24,91.02,115.0,15,2,0,5,1.06,0.48,-0.26,0,3.0,5,Data Pack
936,25,68.98,106.9,23,3,0,0,1.88,-0.47,1.39,0,3.3333333333333335,12,Insurance
937,71,57.57,95.1,5,3,0,5,3.72,1.32,-1.85,0,2.5,8,Insurance
938,52,47.28,126.9,56,3,1,0,2.26,0.2,0.66,1,3.75,4,Data Pack
939,70,64.8,118.0,30,1,0,4,2.37,-0.38,0.49,0,2.75,4,Data Pack
940,33,43.67,101.3,5,2,2,3,1.53,2.44,-0.67,0,3.5714285714285716,7,Voice Plan
941,49,63.24,88.4,28,2,2,1,3.3,-0.12,-0.36,0,3.4,15,Data Pack
942,29,68.77,34.3,66,4,2,2,2.37,0.25,0.46,1,2.0,3,Roaming
943,63,56.1,87.4,2,2,3,3,3.71,0.18,0.92,0,2.9166666666666665,12,Insurance
944,22,48.65,96.9,27,1,3,5,3.97,-0.13,-1.75,1,2.923076923076923,13,Roaming
945,26,20.66,126.8,47,2,0,4,3.34,0.45,0.63,1,3.5,6,Data Pack
946,28,80.59,208.3,9,4,0,3,2.1,-0.84,-0.46,0,1.7142857142857142,7,Voice Plan
947,49,67.26,92.3,32,2,0,0,3.03,0.6,1.13,0,2.8333333333333335,6,Data Pack
948,71,67.7,73.9,66,3,0,3,2.01,-1.76,-1.84,1,2.7777777777777777,9,Roaming
949,49,31.9,87.8,68,2,3,5,4.61,-1.3,2.45,1,4.0,2,Data Pack
950,20,84.84,126.9,11,0,3,3,4.07,1.83,-0.89,0,2.8181818181818183,11,OTT Bundle
951,63,51.63,146.5,56,1,1,3,2.97,-1.26,1.43,1,3.75,4,Insurance
952,61,54.8,152.8,43,2,0,5,4.86,-1.96,-0.07,1,3.111111111111111,9,OTT Bundle
953,49,40.75,157.2,12,0,1,2,3.19,-1.23,-0.82,0,3.2,10,Insurance
954,71,27.83,163.6,23,0,1,4,2.31,1.74,0.27,0,4.5,4,Voice Plan
955,1,80.83,107.5,43,2,1,3,1.38,-1.79,1.03,1,2.7142857142857144,7,Voice Plan
956,13,83.16,212.4,56,2,1,3,3.17,-0.96,-1.55,1,3.0,9,Roaming
957,51,57.02,104.0,15,1,2,2,4.44,-1.46,0.7,0,2.0,2,Data Pack
958,56,47.77,124.9,20,0,0,1,4.47,-0.27,-0.01,0,2.8333333333333335,6,Insurance
959,62,53.21,178.3,50,2,0,3,3.42,-0.44,0.58,1,3.1,10,Roaming
960,32,53.71,145.5,20,3,0,5,2.57,-0.48,0.01,0,3.2,10,Insurance
961,30,38.4,19.2,59,0,1,5,3.6,1.86,-0.57,1,3.6,10,Roaming
962,29,54.74,120.3,50,2,0,3,4.05,-1.2,-1.11,1,3.3333333333333335,9,Roaming
963,49,62.76,158.8,20,0,0,1,2.65,-0.1,0.67,0,3.0,5,Insurance
964,45,78.33,59.5,5,0,2,5,2.91,0.34,0.67,0,2.7777777777777777,9,OTT Bundle
965,30,60.26,153.8,64,3,1,3,3.72,-0.98,0.66,1,2.3076923076923075,13,Data Pack
966,16,31.63,137.6,57,2,0,3,4.51,0.49,0.43,1,4.0,6,Roaming
967,40,66.36,173.3,5,3,1,3,4.16,-0.4,0.94,0,3.25,8,Insurance
968,19,55.39,88.9,64,2,2,4,1.09,0.37,1.41,1,3.1,10,Insurance
969,18,84.67,164.8,33,1,0,5,1.5,-0.11,-1.88,1,3.0,12,Data Pack
970,1,85.73,127.2,55,2,0,0,4.41,-2.05,-2.34,1,3.0,9,Data Pack
971,47,86.36,199.5,2,1,0,4,4.34,1.31,1.72,0,3.090909090909091,11,Data Pack
972,66,49.89,245.4,41,3,1,1,2.56,2.07,-1.34,1,2.6,10,Data Pack
973,38,95.82,189.2,61,2,1,4,3.34,-0.18,-1.09,1,4.0,8,Data Pack
974,51,66.32,141.6,5,2,1,4,4.62,-0.9,-0.29,0,2.5,6,OTT Bundle
975,63,89.27,224.4,5,3,0,2,4.65,1.51,-1.65,0,4.0,4,Insurance
976,4,50.95,147.2,62,1,0,1,4.13,1.89,-0.38,1,3.5714285714285716,7,Data Pack
977,1,54.63,79.1,19,2,1,1,1.84,-0.17,-0.95,0,2.2222222222222223,9,Insurance
978,8,64.93,118.2,20,2,1,1,3.92,-0.22,-0.23,0,3.125,8,Voice Plan
979,29,62.73,154.3,1,2,0,4,1.4,-0.08,0.28,0,2.090909090909091,11,Roaming
980,55,82.59,157.2,55,0,0,1,4.58,-1.67,-0.34,1,2.375,8,Data Pack
981,3,55.82,69.4,9,1,1,5,1.6,-0.29,-0.39,0,2.272727272727273,11,Data Pack
982,32,80.96,70.8,69,2,0,2,3.65,1.71,0.26,1,3.5714285714285716,7,OTT Bundle
983,10,73.18,104.6,22,1,1,3,3.44,-0.17,1.04,0,2.5454545454545454,11,Insurance
984,34,56.16,144.1,29,2,0,4,4.11,-1.04,1.6,0,3.4545454545454546,11,Insurance
985,55,71.78,149.8,36,1,1,3,3.21,0.5,-0.22,0,2.625,8,Insurance
